,asin,name,Rating,date,verified,Title,Review,helpfulVotes,brand,item_title,url,image,overall_rating,reviewUrl,totalReviews,price,originalPrice
21332,B07J4Z9647,Joy,5,7-Dec-18,True,Great phone for everyday use.,"Really like this phone! If this is the lite version, I can only imagine what the regular and the pro versions are like.... Beautiful phone so far. The face recognition is okay and it has its flaws but the fingerprint sensor is fast and never fails. For this price point, the screen resolution is great and no complaints. Memory capacity is awesome as well. Battery life is awesome, the best battery on a phone I've ever had! It's fast enough for any of my needs but of course I don't play games, so never noticed any problems. Won't be disappointed.",18.0,HUAWEI,"Huawei Mate 20 Lite SNE-LX3 64GB (Factory Unlocked) 6.3"" FHD (International Version) (Black)",https://www.amazon.com/Huawei-SNE-LX3-Factory-Unlocked-International/dp/B07J4Z9647,https://m.media-amazon.com/images/I/51eM8j7wKzL._AC_UY218_ML3_.jpg,4.4,https://www.amazon.com/product-reviews/B07J4Z9647,422,229.98,299.99
2485,B00D35Z6OE,Agrajag,3,7-Dec-13,False,Mini review and comparison with ZTE Valet,"I purchased the Glory and used it for between 1 and 2 weeks just to try it out but didn't activate it. Its basic functions as an android device and communicating over wifi were fine. It seemed attractive and well made for a $100 device. Then I became interested in the ZTE Valet and bought one of those too. At someone's suggestion I installed an app called Quick System Info Pro on both phones. I'm no expert but this app seemed to indicate that the ZTE manages its memory much better - lots more available space in just about every category. Plus the ZTE was $20 less at BestBuy. I think the Glory is a little better made and operates a bit more smoothly, but the $20 and the memory factor swung it for me, I returned the Glory - but I don't think you'd be disappointed with it. BTW the Glory has an FM radio, which would be nice, but the Valet has a flash for its camera (which can be used as a flashlight); this seems to me to be a much more useful feature.",25.0,HUAWEI,Huawei Glory Android Prepaid Phone (Net10),https://www.amazon.com/Huawei-Glory-Android-Prepaid-Phone/dp/B00D35Z6OE,https://m.media-amazon.com/images/I/81iP8QUNElL._AC_UY218_ML3_.jpg,3.1,https://www.amazon.com/product-reviews/B00D35Z6OE,36,27.9,0.0
19096,B07CMBB6PH,Laura H,1,7-Aug-19,False,Glitchy Software,"Really liked this phone. Purchased from Amazon and worked great for about 11 months (Used with ATT in Texas). Then randomly the phone stopped working with my phone service. Popped my sim card into a different phone and my service and sim card worked fine. The p20 lite keeps saying ""emergency calls only"" and won't make or send any phone calls/texts. I have tried hard resets and wiping the cache. This phone is pretty worthless now, there is some kind of software glitch going on. Super glitchy! Beware.",1.0,HUAWEI,"HUAWEI P20 Lite (32GB + 4GB RAM) 5.84"" FHD+ Display, 4G LTE Dual SIM GSM Factory Unlocked Smartphone ANE-LX3 - International Model - No Warranty (Sakura Pink)",https://www.amazon.com/Huawei-ANE-LX3-Factory-Unlocked-International/dp/B07CMBB6PH,https://m.media-amazon.com/images/I/819xBtcnz4L._AC_UY218_ML3_.jpg,4.3,https://www.amazon.com/product-reviews/B07CMBB6PH,558,229.99,0.0
21659,B07K1M36CM,rafael51,2,7-Aug-19,False,Great Hardware / Terrible Software,"The Screen is gorgeous , fast! The face recognition works great and even the fingerprint reader !! At the beginning I was loving the phone, but then, it got on my knees: Camera: Photos: Despite the Leica Hardware, the software tunes your skin even if you set it to the lowest correction possible !! HATED IT SO MUCH ! The famous and terrible Beautygate ! Videos: Don't even try to ZOOM while recording a video!! You will be SO FRUSTRATED !! Not even going to complain about the audio while recording a video !! HATED EVEN MORE ! Even my 5 years old iPhone 6s records better videos !!",1.0,HUAWEI,"Huawei Mate 20 Pro LYA-L29 128GB + 6GB - Factory Unlocked International Version - GSM ONLY, NO CDMA - No Warranty in The USA (Black)",https://www.amazon.com/Huawei-Mate-LYA-L29-128GB-International/dp/B07K1M36CM,https://m.media-amazon.com/images/I/61QcWsvnpQL._AC_UY218_ML3_.jpg,4.6,https://www.amazon.com/product-reviews/B07K1M36CM,153,459.99,0.0
19000,B07CMBB6PH,Paulina Parra,3,7-Aug-18,True,Shattered screen after 2 months,"Soo... This is my second Huawei, had the first one for 2 years and the only reason I decided to change it is cause it was super slow for obvious reasons. I was thinking on getting an iPhone even though I'm not a fan of apple but at the end what made me decide for the Huawei was the screen. In the two years I had my last phone, I dropped it countless times and nothing ever happened, so that was it for me. After 2 months I accidentally dropped my Huawei p20 lite (with a case on), and the screen is completely shattered... Like bad, this never happened to any of the phones I had before. So here I am feeling like an iPhone owner with a shattered screen. The area where the front camera is, is shattered too, depending on the light I can take nice or decent pictures. Besides that, the phone is okay, no lagging after 2 months of use. The camera during day time is pretty good but if you're using it at night or without good light conditions is terrible. *Update: Now the main camera is shattered too and I don't even know how! I'm so frustrated, I really regret spending my money on this phone!! Could blame the case but it's the same style of case I used for my previous phone and it was never a problem!!",6.0,HUAWEI,"HUAWEI P20 Lite (32GB + 4GB RAM) 5.84"" FHD+ Display, 4G LTE Dual SIM GSM Factory Unlocked Smartphone ANE-LX3 - International Model - No Warranty (Sakura Pink)",https://www.amazon.com/Huawei-ANE-LX3-Factory-Unlocked-International/dp/B07CMBB6PH,https://m.media-amazon.com/images/I/819xBtcnz4L._AC_UY218_ML3_.jpg,4.3,https://www.amazon.com/product-reviews/B07CMBB6PH,558,229.99,0.0
22684,B07NGDHMKL,Tariq Shureih,3,7-Apr-19,False,No NFC,It's a great phone. Great camera too. No NFC so no Google pay or quick pairing with NFC devices. That was the downfall. I returned it. Otherwise it's quick and snappy. Great camera and video. Light and easy to hold.,1.0,HUAWEI,HUAWEI P Smart 2019 Pot-LX3 32GB Unlocked GSM 4G LTE Dual Camera (13MP+2MP) Phone - Coral Red …,https://www.amazon.com/HUAWEI-Smart-Pot-LX3-Unlocked-Camera/dp/B07NGDHMKL,https://m.media-amazon.com/images/I/41xd2-SpzlL._AC_UY218_ML3_.jpg,4.2,https://www.amazon.com/product-reviews/B07NGDHMKL,21,239.99,0.0
18517,B07C6FCC8G,J N,5,7-Apr-18,True,"great phone, light weight big screen","was a mate 9 user, want this mate10 pro since it just released. great phone, light weight big screen, the camera is awsome.",1.0,HUAWEI,"Huawei Mate 10 Pro Unlocked Phone, 6"" 6GB/128GB, AI Processor, Dual Leica Camera, Water Resistant IP67, GSM Only - Mocha Brown (US Warranty)",https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/dp/B07C6FCC8G,https://m.media-amazon.com/images/I/81a51J6cq9L._AC_UY218_ML3_.jpg,4.4,https://www.amazon.com/product-reviews/B07C6FCC8G,602,389.94,0.0
18611,B07C6FCC8G,Sha,1,7-Apr-18,False,you don't know what you are buying,"You don't know the maker, you don't know what you are buying!",2.0,HUAWEI,"Huawei Mate 10 Pro Unlocked Phone, 6"" 6GB/128GB, AI Processor, Dual Leica Camera, Water Resistant IP67, GSM Only - Mocha Brown (US Warranty)",https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/dp/B07C6FCC8G,https://m.media-amazon.com/images/I/81a51J6cq9L._AC_UY218_ML3_.jpg,4.4,https://www.amazon.com/product-reviews/B07C6FCC8G,602,389.94,0.0
21657,B07K1M36CM,Ivan Krastev,4,6-Sep-19,True,Excellent phone.,Excellent phone.,1.0,HUAWEI,"Huawei Mate 20 Pro LYA-L29 128GB + 6GB - Factory Unlocked International Version - GSM ONLY, NO CDMA - No Warranty in The USA (Black)",https://www.amazon.com/Huawei-Mate-LYA-L29-128GB-International/dp/B07K1M36CM,https://m.media-amazon.com/images/I/61QcWsvnpQL._AC_UY218_ML3_.jpg,4.6,https://www.amazon.com/product-reviews/B07K1M36CM,153,459.99,0.0
23940,B07Q2X19LG,Tommy G,5,6-Sep-19,True,"Amazing phone, with amazing photos","The Huawei P30 is an amazing phone at any price, but the fact that it's so much cheaper than the phones it beats really seals the deal. It's got the 2nd best camera on the market currently, only trailing the Pro version of the phone, and it's blazing fast to use daily. It's also got two full days of battery life, best phone i've ever had in terms of battery life. The screen is amazing, the calls are clear, it has a headphone jack, honestly I can't really think of any negatives for this phone, other than the fact that this phone was ""banned"" from the US 2 weeks after I bought it.",3.0,HUAWEI,"Huawei P30 128GB+6GB RAM (ELE-L29) 6.1"" LTE Factory Unlocked GSM Smartphone (International Version) (Black)",https://www.amazon.com/ELE-L29-Factory-Unlocked-Smartphone-International/dp/B07Q2X19LG,https://m.media-amazon.com/images/I/61jJeZBliWL._AC_UY218_ML3_.jpg,4.5,https://www.amazon.com/product-reviews/B07Q2X19LG,115,513.99,749.99
23935,B07Q2X19LG,M24karat,4,6-Sep-19,False,Looks good but not available around me : (,"I don't know how to rate the battery life, the value for money, or the fingerprint reader, because I haven't seen one of these in person. I've only heard about them they do not sell this phone or similar models anywhere around Albany New York. I have heard great things about this phone and the Google pixel 3 XL if your looking for quality but at a value price. I personally own a Samsung Galaxy S10 Plus and with the newest update now has a camera night mode. I'm very happy with it, you can zoom up around 8x-10x using a smaller screen ratio, It looks pretty good for a smartphone. I've tried the new night mode taking a picture of my car in the dark and I do notice a difference it's brighter and more colorful then on auto. The S10 Plus is a bit expensive but I would never go with the less expensive S10 models to save a few bucks. This phone is definitely worth the extra money. But It is hard for me to believe that for any phone no matter the company that a smartphone camera at 50x looks clear. Any company can claim you can zoom in 100x which will probably happen in the future, but does it mean it will actually come out sharp and clear?",1.0,HUAWEI,"Huawei P30 128GB+6GB RAM (ELE-L29) 6.1"" LTE Factory Unlocked GSM Smartphone (International Version) (Black)",https://www.amazon.com/ELE-L29-Factory-Unlocked-Smartphone-International/dp/B07Q2X19LG,https://m.media-amazon.com/images/I/61jJeZBliWL._AC_UY218_ML3_.jpg,4.5,https://www.amazon.com/product-reviews/B07Q2X19LG,115,513.99,749.99
18582,B07C6FCC8G,C-Dub,5,6-Sep-18,False,Great design. Easy to use. Secure as any phone.,Just acquired this WOW-WAY phone and the transition from my HTC went very smoothly. I'm on T-Mobile and simply loading my SIM into the new phone made everything work. All of my apps and settings transferred as expected. The fast charge feature is immediately valuable and the near-zero bezel is very attractive. The fingerprint sensor is a quick way to unlock the phone. Seems lightning fast opening apps and displaying web pages. Build quality is excellent. I like that Huawei is giving Samsung some competition to spur them on a bit more. I've read up on the security concerns with Huawei and the phones are not an issue. I don't like having to use an adapter for earbuds but I guess that's part of the trend toward wireless earbuds. Overall this is a top-tier phone.,1.0,HUAWEI,"Huawei Mate 10 Pro Unlocked Phone, 6"" 6GB/128GB, AI Processor, Dual Leica Camera, Water Resistant IP67, GSM Only - Mocha Brown (US Warranty)",https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/dp/B07C6FCC8G,https://m.media-amazon.com/images/I/81a51J6cq9L._AC_UY218_ML3_.jpg,4.4,https://www.amazon.com/product-reviews/B07C6FCC8G,602,389.94,0.0
2472,B00D35Z6OE,donald,1,6-Sep-13,True,LOST $80!!!!!!!!!!,got a phone that could not be activated!!!!! tried to return but got nothing!!!!i lost $80!!!!!!!!!!!!!!! this is a rip off!!!!!,15.0,HUAWEI,Huawei Glory Android Prepaid Phone (Net10),https://www.amazon.com/Huawei-Glory-Android-Prepaid-Phone/dp/B00D35Z6OE,https://m.media-amazon.com/images/I/81iP8QUNElL._AC_UY218_ML3_.jpg,3.1,https://www.amazon.com/product-reviews/B00D35Z6OE,36,27.9,0.0
25239,B07S41W46Y,Jorge alberto navarro sosa,5,6-Oct-19,True,Phone great. Pictures so perfect colors.,Nice picture. Love it. Camera im very happy with this phone the camera. And pictures love it working good from Usa,2.0,HUAWEI,"Huawei P30 Lite (128GB, 4GB RAM) 6.15"" Display, AI Triple Camera, 32MP Selfie, Dual SIM US + Latin 4G LTE GSM Factory Unlocked MAR-LX3A - International Version (Peacock Blue, 128GB + 64GB SD Bundle)",https://www.amazon.com/Huawei-Display-Factory-Unlocked-MAR-LX3A/dp/B07S41W46Y,https://m.media-amazon.com/images/I/61B4bvEcA2L._AC_UY218_ML3_.jpg,4.4,https://www.amazon.com/product-reviews/B07S41W46Y,18,268.0,0.0
18540,B07C6FCC8G,melchonie,3,6-Oct-18,True,Size in width is more important,It's smaller than I imagined. It's as long as my mate two but a bit more than half inch in width shorter.,1.0,HUAWEI,"Huawei Mate 10 Pro Unlocked Phone, 6"" 6GB/128GB, AI Processor, Dual Leica Camera, Water Resistant IP67, GSM Only - Mocha Brown (US Warranty)",https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/dp/B07C6FCC8G,https://m.media-amazon.com/images/I/81a51J6cq9L._AC_UY218_ML3_.jpg,4.4,https://www.amazon.com/product-reviews/B07C6FCC8G,602,389.94,0.0
18987,B07CMBB6PH,Sumit,5,6-Oct-18,True,Amazing phone for the price,"There are so many reviews out there so I will keep it simple.smartphones are so fragile that spending $1000 on them seems too much to ask for. But is still wanted a solid phone and this is the answer! Looks gorgeous, good build quality, no problems with signal or wifi, has amazing new features that my iPhone or Samsung didn't have like cloning an app.and the battery life is awesome, camera is great! For this price you can't get better than this. Now keep in mind probably the camera and display quality is no t going to match your iPhone xs or note 9 coz they are 700 more expensive.",4.0,HUAWEI,"HUAWEI P20 Lite (32GB + 4GB RAM) 5.84"" FHD+ Display, 4G LTE Dual SIM GSM Factory Unlocked Smartphone ANE-LX3 - International Model - No Warranty (Sakura Pink)",https://www.amazon.com/Huawei-ANE-LX3-Factory-Unlocked-International/dp/B07CMBB6PH,https://m.media-amazon.com/images/I/819xBtcnz4L._AC_UY218_ML3_.jpg,4.3,https://www.amazon.com/product-reviews/B07CMBB6PH,558,229.99,0.0
18405,B07C6FCC8G,Vincent,5,6-Nov-18,True,"Huawei Mate 10 Pro, A winner with minor flaw, but still a winner","I bought the phone after my Google Pixel XL took a dunk in the sea water and lost its life. I did some extensive research before I settled for the best Huawei phone at the time. I am really picky about camera, Pixel 2 XL was my first choice but didn't buy one because of high price tag and so so battery life. The Huawei phone has great size in hand: not as wide as Pixel XL, easier to handle with one hand. The screen size is reasonably good. Although it doesn't have the pixel density as Pixel XL, I was not able to tell the difference during day to day use. Camera: not as good as the Pixel XL in terms of color vibrancy (Huawei Mate 10 pro photos tend to have more contrast than my liking during high contrast situation), but low light photo is probably a little better due to image stabilization. It's max zoom photo is sharper than Pixel. But those are the extreme situation we are talking about. In those situation, Huawei has a Black and White camera that does a decent job capturing the image. Software: Unlike some polarizing review about Huawei's operating system, I find Huawei's effort is mostly unobtrusive. The Safe App is a nice touch, but you do loose the full size backup of photos and first in line update Google offered to Pixel phones. Battery life: OMG, this is where this phone shines. When I am using the Pixel (small one) my battery was at 15% around 6pm; when I was using the Pixel XL, my battery was at 15% around 9pm; while using the Mate 10 Pro, my battery was at 50% around 11pm. The phone saved my day a few times when I was traveling in China, snatching 600 photos at History Museum of Shaanxi and Terra Cotta Museum. Irregularities: Back in my days with Samsung and Google phones, I would encounter about one unexpected shut-down and re-start. My limited experience with Huawei has no such issue (only four months though). Overall experience: I use the phone to take pictures, check email, listen to music and watch videos. I do a lot of internet surfing and play very little video games (my son do use it to play games). For what I do with the phone, it runs flawlessly. Now only if it can process the photo like Google Pixel. It is a very nice phone at a very good price.",4.0,HUAWEI,"Huawei Mate 10 Pro Unlocked Phone, 6"" 6GB/128GB, AI Processor, Dual Leica Camera, Water Resistant IP67, GSM Only - Mocha Brown (US Warranty)",https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/dp/B07C6FCC8G,https://m.media-amazon.com/images/I/81a51J6cq9L._AC_UY218_ML3_.jpg,4.4,https://www.amazon.com/product-reviews/B07C6FCC8G,602,389.94,0.0
18526,B07C6FCC8G,Xidi,5,6-Nov-18,True,I love this phone,I have to say this phone works better than Apple and Samsung phones. It works very well and is an excellent price,1.0,HUAWEI,"Huawei Mate 10 Pro Unlocked Phone, 6"" 6GB/128GB, AI Processor, Dual Leica Camera, Water Resistant IP67, GSM Only - Mocha Brown (US Warranty)",https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/dp/B07C6FCC8G,https://m.media-amazon.com/images/I/81a51J6cq9L._AC_UY218_ML3_.jpg,4.4,https://www.amazon.com/product-reviews/B07C6FCC8G,602,389.94,0.0
17968,B079PS2HZM,Debra Dudderar,4,6-Nov-18,True,High price.,Phones are ALL too expensive.,1.0,HUAWEI,"Huawei Ascend XT 2 | (16GB, 2GB RAM) | 5.5"" IPS Display | Dual Camera | 4000 mAh Battery | Android 7.0 Nougat | 4G LTE | GSM Unlocked | Smartphone - Silver",https://www.amazon.com/Huawei-Unlocked-H1711-Android-Desbloqueado/dp/B079PS2HZM,https://m.media-amazon.com/images/I/41g713JM1cL._AC_UY218_ML3_.jpg,3.9,https://www.amazon.com/product-reviews/B079PS2HZM,79,99.99,0.0
19048,B07CMBB6PH,Amazon Customer,1,6-Nov-18,True,Paquete extraviado,El paquete todavía no llega a casilla me podrían ayudar con un respaldo de quien.recibió el paquete,2.0,HUAWEI,"HUAWEI P20 Lite (32GB + 4GB RAM) 5.84"" FHD+ Display, 4G LTE Dual SIM GSM Factory Unlocked Smartphone ANE-LX3 - International Model - No Warranty (Sakura Pink)",https://www.amazon.com/Huawei-ANE-LX3-Factory-Unlocked-International/dp/B07CMBB6PH,https://m.media-amazon.com/images/I/819xBtcnz4L._AC_UY218_ML3_.jpg,4.3,https://www.amazon.com/product-reviews/B07CMBB6PH,558,229.99,0.0
18559,B07C6FCC8G,pop2k,5,6-Mar-18,True,Five Stars,best cellphone ever.,1.0,HUAWEI,"Huawei Mate 10 Pro Unlocked Phone, 6"" 6GB/128GB, AI Processor, Dual Leica Camera, Water Resistant IP67, GSM Only - Mocha Brown (US Warranty)",https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/dp/B07C6FCC8G,https://m.media-amazon.com/images/I/81a51J6cq9L._AC_UY218_ML3_.jpg,4.4,https://www.amazon.com/product-reviews/B07C6FCC8G,602,389.94,0.0
18567,B07C6FCC8G,Victor,5,6-Mar-18,True,the best camera quality ever,"the best camera quality ever. PC mode is also helpful, connect to a monitor, it's faster than my desktop.",1.0,HUAWEI,"Huawei Mate 10 Pro Unlocked Phone, 6"" 6GB/128GB, AI Processor, Dual Leica Camera, Water Resistant IP67, GSM Only - Mocha Brown (US Warranty)",https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/dp/B07C6FCC8G,https://m.media-amazon.com/images/I/81a51J6cq9L._AC_UY218_ML3_.jpg,4.4,https://www.amazon.com/product-reviews/B07C6FCC8G,602,389.94,0.0
21542,B07JNKYBZ4,Dennis,5,6-Jun-19,True,Works great,"Product was delivered precisely as described. The box was sealed after a fast delivery. After unboxing I was able to configure the language of the phone to my own language. Camera is pretty great and I can play smoothly games without lag. A micro simcard does not fit so I had to use a nano simcard. Now I can enjoy 3G, 4G and 4G+ in my country. Also a 3.5mm audio jack is great so I can listen to my favourite music.",1.0,HUAWEI,"Huawei Y9 2019 JKM-LX3 6.5"" HiSilicon Kirin 710 64GB 3GB RAM Dual SIM A-GPS Fingerprint -Glonass No Warranty US (Blue)",https://www.amazon.com/JKM-LX3-HiSilicon-Fingerprint-Glonass-Warranty/dp/B07JNKYBZ4,https://m.media-amazon.com/images/I/61w9fBefa8L._AC_UY218_ML3_.jpg,4.5,https://www.amazon.com/product-reviews/B07JNKYBZ4,85,186.9,195.96
19126,B07CMBB6PH,Winston Charles,5,6-Jun-18,True,Five Stars,"Love it works perfectly, have lte but only thing I wish it had wireless charging",1.0,HUAWEI,"HUAWEI P20 Lite (32GB + 4GB RAM) 5.84"" FHD+ Display, 4G LTE Dual SIM GSM Factory Unlocked Smartphone ANE-LX3 - International Model - No Warranty (Sakura Pink)",https://www.amazon.com/Huawei-ANE-LX3-Factory-Unlocked-International/dp/B07CMBB6PH,https://m.media-amazon.com/images/I/819xBtcnz4L._AC_UY218_ML3_.jpg,4.3,https://www.amazon.com/product-reviews/B07CMBB6PH,558,229.99,0.0
17616,B0791VS3N9,David,5,6-Jun-18,True,and it works great. It has possibly the best radio reception of ...,"I'm using this on AT&T in the USA, and it works great. It has possibly the best radio reception of any phone I've ever owned. I live in an area with spotty reception. With my old Samsung S4 and S5, it was about 50% odds whether the phone would ring, even if it was showing several bars. My next phone was a Moto X Pure, which would consistently ring as long as I was showing bars. This Huawei does just as well as my Moto, maybe even a little better. So I'd say that it has a GREAT radio/antenna design. This phone is awesome. It's blazing fast, has a great screen, great case, solid build quality. Huawei already has an Oreo update for this phone. I was a little worried about whether I'd like the EMUI interface; I definitely prefer stock Android. And I was a little disappointed that they went with a non-stock dialer. I got so spoiled with the built-in spam alerts in the stock dialer. But aside from that, it's really not too bad. You can tell some stuff has been skinned, but it's not nearly as bloaty as I remember TouchWiz being on the Samsung. Also most of the apps like facebook don't appear to be cooked into the ROM, because I was able to uninstall them (not just disable). A few minor UX annoyances: - They don't appear to have embraced the heads-up ring notification in their dialer...it's full screen even if the screen is on. - They have an AWESOME built-in way to hide the control bar at the bottom, but no easy way to go full immersive and hide the status bar. (still halfway immersive is better than nothing) - do not disturb - the status bar icon doesn't show any indication of *which* mode you're in (priority, alarm, total silence). Just shows the same crescent moon symbol for all. (The alarm icon will dim in total silence, if the alarm icon is visible...so that's what I use) - 8.0 navigation dock - I get that the gestures are kinda cool, but this lost functionality from the 6.0 dock, which had a lock button. I wish they gave you the option to use the old style dock - ""lock screen"" widget - works great if you use the stock home screen, but doesn't work if you replace the home screen (I like Nova better) attaboys: - this is the first phone that has showed my bluetooth headset battery level...that's awesome! - came with a very nice TPU clear case...never seen that before! - insanely good battery life...yesterday after 18 hours I was still at 70% Warning: If you like root, I was a little surprised after I ordered this to see that Huawei was in the process of phasing out their bootloader unlock code service. I had checked this out when I was researching a few weeks back, but they just made this decision public on 25 May. What the heck! I was able to get my code, but website says in 60 days they will cease providing codes at all. However even though I got my code, I actually haven't used it yet. I used to use root/xposed very heavily to tweak setup, but honestly with all they've done to allow for non-root tweaking in the last 3 versions of android, I've found there's really not much I actually need root for. I do miss my ad blocker a little bit, but it's a very minor thing, and I don't really have much ad-ware any more. Also I discovered that you can do a lot of tweaking with SystemUI Tuner. (Huawei disabled the built-in android tuner, which you normally get to by long pressing the gear icon until it spins...but there are non-root apps that can provide very similar functionality. This is how I got full-immersive capability to hide the status bar) All in all, definitely one of the best phones I've ever owned. And as for the CIA warnings...I don't know if the Chinese government is spying on my text messages...and I really don't care.",114.0,HUAWEI,Huawei Mate SE Factory Unlocked 5.93” - 4GB/64GB Octa-core Processor| 16MP + 2MP Dual Camera| GSM Only |Grey (US Warranty),https://www.amazon.com/Huawei-Mate-Factory-Unlocked-5-93/dp/B0791VS3N9,https://m.media-amazon.com/images/I/811cPuY63mL._AC_UY218_ML3_.jpg,4.3,https://www.amazon.com/product-reviews/B0791VS3N9,2,349.99,0.0
19022,B07CMBB6PH,see foo leong,5,6-Jun-18,True,Five Stars,Phone looks good work good in US.,3.0,HUAWEI,"HUAWEI P20 Lite (32GB + 4GB RAM) 5.84"" FHD+ Display, 4G LTE Dual SIM GSM Factory Unlocked Smartphone ANE-LX3 - International Model - No Warranty (Sakura Pink)",https://www.amazon.com/Huawei-ANE-LX3-Factory-Unlocked-International/dp/B07CMBB6PH,https://m.media-amazon.com/images/I/819xBtcnz4L._AC_UY218_ML3_.jpg,4.3,https://www.amazon.com/product-reviews/B07CMBB6PH,558,229.99,0.0
23933,B07Q2X19LG,Sacwizard,4,6-Jul-19,True,Quality Photos & Video!,Phone Text Photos & Video,1.0,HUAWEI,"Huawei P30 128GB+6GB RAM (ELE-L29) 6.1"" LTE Factory Unlocked GSM Smartphone (International Version) (Black)",https://www.amazon.com/ELE-L29-Factory-Unlocked-Smartphone-International/dp/B07Q2X19LG,https://m.media-amazon.com/images/I/61jJeZBliWL._AC_UY218_ML3_.jpg,4.5,https://www.amazon.com/product-reviews/B07Q2X19LG,115,513.99,749.99
18652,B07C6FCC8G,luis r.,4,6-Jul-18,True,Great phone with a few tiny faults,"I've had this phone 1 day so this is more of a first impression review on the phone. I bought this phone because it was cheap and my LG G6 broke. What I love: big screen, stereo speaker, battery life. Dislike: Emui, screen seems kind of washed out at the lowest brightness setting, no headphone jack. I haven't really tested out the camera so I can't say anything about it. Coming from my LG G6 the mate 10 pro is definitely a step up. It doesn't have an always on display or knock to wake, which I didn't know I would miss until I didn't have it anymore. The mate 10 pro does have lift to wake but i personally prefer knock to wake. The screen does seem washed out at low brightness and my g6 actually looks more vibrant I'm not sure if this is a defect with my screen but I will contact Huawei to ask. One other thing is that the USB to 3.5mm adapter fits really snugly into the USB port which is both a good thing and bad thing because when I go remove it I feel like I will rip the adapter, that I have to say doesn't feel well made. Overall I am happy with my purchase UPDATE: I received my replacement and the screen is so much better than the one I first received. The colors are nice and vivid not washed out like the first one I received. I also found the always on display setting though it is named something else. The lift to wake feature is a bit finicky sometimes so I hope I can find the settings to turn that off.",4.0,HUAWEI,"Huawei Mate 10 Pro Unlocked Phone, 6"" 6GB/128GB, AI Processor, Dual Leica Camera, Water Resistant IP67, GSM Only - Mocha Brown (US Warranty)",https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/dp/B07C6FCC8G,https://m.media-amazon.com/images/I/81a51J6cq9L._AC_UY218_ML3_.jpg,4.4,https://www.amazon.com/product-reviews/B07C6FCC8G,602,389.94,0.0
19111,B07CMBB6PH,WING WANG,1,6-Jul-18,True,I will return it,The phone began to have problems before I used it even for less than a month and I never dropped it either.,4.0,HUAWEI,"HUAWEI P20 Lite (32GB + 4GB RAM) 5.84"" FHD+ Display, 4G LTE Dual SIM GSM Factory Unlocked Smartphone ANE-LX3 - International Model - No Warranty (Sakura Pink)",https://www.amazon.com/Huawei-ANE-LX3-Factory-Unlocked-International/dp/B07CMBB6PH,https://m.media-amazon.com/images/I/819xBtcnz4L._AC_UY218_ML3_.jpg,4.3,https://www.amazon.com/product-reviews/B07CMBB6PH,558,229.99,0.0
19075,B07CMBB6PH,Shavan Peart,5,6-Jul-18,True,Awesome,"This phone is more beautiful than when it's being reviewed, the features of the device is more than I expected. Plus it comes with quick Charge as can see in the screenshot",3.0,HUAWEI,"HUAWEI P20 Lite (32GB + 4GB RAM) 5.84"" FHD+ Display, 4G LTE Dual SIM GSM Factory Unlocked Smartphone ANE-LX3 - International Model - No Warranty (Sakura Pink)",https://www.amazon.com/Huawei-ANE-LX3-Factory-Unlocked-International/dp/B07CMBB6PH,https://m.media-amazon.com/images/I/819xBtcnz4L._AC_UY218_ML3_.jpg,4.3,https://www.amazon.com/product-reviews/B07CMBB6PH,558,229.99,0.0
18552,B07C6FCC8G,Albino Oropeza,5,6-Jul-18,True,Excelent Deal,The product is perfect and the price is amazing,1.0,HUAWEI,"Huawei Mate 10 Pro Unlocked Phone, 6"" 6GB/128GB, AI Processor, Dual Leica Camera, Water Resistant IP67, GSM Only - Mocha Brown (US Warranty)",https://www.amazon.com/Huawei-Unlocked-Processor-Camera-Resistant/dp/B07C6FCC8G,https://m.media-amazon.com/images/I/81a51J6cq9L._AC_UY218_ML3_.jpg,4.4,https://www.amazon.com/product-reviews/B07C6FCC8G,602,389.94,0.0
21661,B07K1M36CM,Ronald,3,6-Jan-19,False,Android Auto,Works with Android Auto?,1.0,HUAWEI,"Huawei Mate 20 Pro LYA-L29 128GB + 6GB - Factory Unlocked International Version - GSM ONLY, NO CDMA - No Warranty in The USA (Black)",https://www.amazon.com/Huawei-Mate-LYA-L29-128GB-International/dp/B07K1M36CM,https://m.media-amazon.com/images/I/61QcWsvnpQL._AC_UY218_ML3_.jpg,4.6,https://www.amazon.com/product-reviews/B07K1M36CM,153,459.99,0.0
