,asin,name,Rating,date,verified,Title,Review,helpfulVotes,brand,item_title,url,image,overall_rating,reviewUrl,totalReviews,price,originalPrice
22489,B07N6N7JP3,Sam Azeem,5,28-May-19,True,The perfect balance,"This device hits all the main points i wanted out of my mobile device. It met and excelled in the following: - Screen quality and size - Build quality - Battery life - Speed - Price The Mi Mix 3 excelled in all the above and met all my requirements with ease. Love the sliding mechanism for the front camera, although i still can't operate it with one finger (thumb) as my finger is super smooth, however it is not a problem for anyone else i hand the phone to. The build quality is exceptional and the phone feels way more premium than many phone that cost double its price. The performance is impressive and the phone is snappy on every level. Finally i was very much impressed with the camera performance especially after installing the Google Camera APK, it really brought the quality of the cameras out. Worth mentioning that the built in camera app is no slouch either especially when it comes to video recording. Video quality on this phone is exceptional and the quality is hard to believe its coming out of a phone. Over all i am very happy with my purchase and i truly have no issues at all with this phone. My only little annoyance came from the fact that it does not have an audio jack and uses a USB-C dongle to connect my headphones to the phone but after few days of usage i stopped being annoyed especially after i bough 3 of those dongles from ebay for the different headphones i have. I hope the above helps you to make your decision when you ready to buy but also please remember that this is my personal experience that i am sharing here.",1.0,Xiaomi,"Xiaomi MI Mix 3 (128GB, 6GB) 6.39"" Display, Dual SIM 4G LTE GSM Unlocked Multi-Functional Magnetic Slider Smartphone w/Wireless Charging Pad (Black)",https://www.amazon.com/Xiaomi-Unlocked-Multi-Functional-Magnetic-Smartphone/dp/B07N6N7JP3,https://m.media-amazon.com/images/I/71QLhYeA2+L._AC_UY218_ML3_.jpg,4.3,https://www.amazon.com/product-reviews/B07N6N7JP3,79,0.0,0.0
20931,B07HK4JNV1,Chtist Tan,1,28-May-19,True,Not brand new,"The original seals are broken and the box is sealed with clear stickers. so I requested a replacement. when I received the second one, I was very disappointed because of the same situation as the first one. Both of them have ever been opened. I returned them.",2.0,Xiaomi,"Xiaomi Redmi Note 6 Pro 64GB / 4GB RAM 6.26"" Dual Camera LTE Factory Unlocked Smartphone Global Version (Black)",https://www.amazon.com/Xiaomi-Factory-Unlocked-Smartphone-Version/dp/B07HK4JNV1,https://m.media-amazon.com/images/I/517Q3-wHBkL._AC_UY218_ML3_.jpg,4.3,https://www.amazon.com/product-reviews/B07HK4JNV1,441,179.5,0.0
24052,B07Q6ZZ4S1,A. Perkins,5,28-May-19,True,"Using this in place of a Galaxy S9+, and enjoying it!","I'm using this in place of a perfectly working Galaxy S9+, and I'm thoroughly enjoying it. Most people don't like the MIUI interface, but I've always been a fan. I did have to take a few extra steps to remove the ads throughout the interface, but once that was done it has been a very pleasant experience. Make not mistake about it, it is definitely not on the same level as the Galaxy S9+ with regard to processing power, speed, and camera quality. However, with all of the perks provided by the MIUI 10 interface (with the still impressive ""sort of 48 MP"" camera), it as served me just fine on AT&T's network in the American Southeast.",21.0,Xiaomi,"Xiaomi Redmi Note 7 128GB + 4GB RAM 6.3"" FHD+ LTE Factory Unlocked 48MP GSM Smartphone (Global Version, No Warranty) (Neptune Blue)",https://www.amazon.com/Xiaomi-Factory-Unlocked-Smartphone-Warranty/dp/B07Q6ZZ4S1,https://m.media-amazon.com/images/I/51X1YcLSmXL._AC_UY218_ML3_.jpg,4.3,https://www.amazon.com/product-reviews/B07Q6ZZ4S1,272,186.0,0.0
21481,B07JMPGNHK,The Pen,5,28-May-19,True,Great Cost Effective Smartphone,"Easy to set up and lightening fast, this Xiaomi replaces my current Huawei phone. With google support for the Huawei product is jeopardy, this was my second choice. Not disappointed and actually my wife likes it much better. Buyer beware: Ours came with a UK power adapter in the box. Verify BEFORE purchase or find another vendor to buy from.",1.0,Xiaomi,"Xiaomi Mi 8 Lite (64GB, 4GB RAM) 6.26"" Full Screen Display, Snapdragon 660, Dual AI Camera's, Factory Unlocked Phone - International Global 4G LTE Version (Black)",https://www.amazon.com/Xiaomi-Display-Snapdragon-Cameras-Unlocked/dp/B07JMPGNHK,https://m.media-amazon.com/images/I/61oKJ6RYCDL._AC_UY218_ML3_.jpg,4.5,https://www.amazon.com/product-reviews/B07JMPGNHK,242,194.99,249.99
22467,B07N6N7JP3,Aiden,4,28-May-19,True,"Awsome phone, but read review.","This is a great product. Amazing for the price point. I have 2 problems. 1. Battery life is a scary one, expect to charge twice a day, that is with playing the occasional game every so often. 2. BUY A CASE. I had the provided one in the box and put it on immediately. The case is only meant for scratch protection. I dropped the phone from 1 foot off the ground and the left bottom corner dented in and only the left bottom corner of the screen cracked. This device is very fragile. Just click that helpfull button if that review helped you. :)",50.0,Xiaomi,"Xiaomi MI Mix 3 (128GB, 6GB) 6.39"" Display, Dual SIM 4G LTE GSM Unlocked Multi-Functional Magnetic Slider Smartphone w/Wireless Charging Pad (Black)",https://www.amazon.com/Xiaomi-Unlocked-Multi-Functional-Magnetic-Smartphone/dp/B07N6N7JP3,https://m.media-amazon.com/images/I/71QLhYeA2+L._AC_UY218_ML3_.jpg,4.3,https://www.amazon.com/product-reviews/B07N6N7JP3,79,0.0,0.0
21010,B07HK4JNV1,Salvatore Scarpinato,5,28-May-19,True,excellent smartphone,"The long time battery, its design and weight and performance",1.0,Xiaomi,"Xiaomi Redmi Note 6 Pro 64GB / 4GB RAM 6.26"" Dual Camera LTE Factory Unlocked Smartphone Global Version (Black)",https://www.amazon.com/Xiaomi-Factory-Unlocked-Smartphone-Version/dp/B07HK4JNV1,https://m.media-amazon.com/images/I/517Q3-wHBkL._AC_UY218_ML3_.jpg,4.3,https://www.amazon.com/product-reviews/B07HK4JNV1,441,179.5,0.0
19658,B07FM9913M,ggpointsman,5,28-Mar-19,True,Sub $200 Cell Phone that really works well,My Honor 7X was cracked and I didn't want to spend too much. Mi A2 from Xiaomi had 4gb of RAM and good reviews so I said why not. Cell signal on T-Mobile US was solid and WIFI was excellent AndroidOne... nice. A solid phone with value - you will be impressed for this price.,3.0,Xiaomi,"Unlocked GOLD Xiaomi Mi A2, 4GB 64GB, Dual SIM standby, Global Version, 5.5 inch Smartphone Android One, Dual Rear 12.0MP Camera Snapdragon 625",https://www.amazon.com/Xiaomi-64GB-4GB-5-99-International/dp/B07FM9913M,https://m.media-amazon.com/images/I/61w4AKhyLzL._AC_UY218_ML3_.jpg,4.2,https://www.amazon.com/product-reviews/B07FM9913M,453,159.49,0.0
21495,B07JMPGNHK,molligan,5,28-Mar-19,True,Was expecting more.,"This unit does not have face recognition feature. Phone lacks some features that I enjoyed in a previous redmi note 4x, that's not good. Otherwise so far it works as expected. Pictures are decent and speed is good.",1.0,Xiaomi,"Xiaomi Mi 8 Lite (64GB, 4GB RAM) 6.26"" Full Screen Display, Snapdragon 660, Dual AI Camera's, Factory Unlocked Phone - International Global 4G LTE Version (Black)",https://www.amazon.com/Xiaomi-Display-Snapdragon-Cameras-Unlocked/dp/B07JMPGNHK,https://m.media-amazon.com/images/I/61oKJ6RYCDL._AC_UY218_ML3_.jpg,4.5,https://www.amazon.com/product-reviews/B07JMPGNHK,242,194.99,249.99
21488,B07JMPGNHK,David Roller,5,28-Mar-19,True,"Fast shiped, BETTER then the iPhonex",Great phone definitely a better choice to switch from the iPhone!!! Could use the bigger battery but does well. I have been bragging about this phone since Day one and I'm not being paid to say this!!! Great phone definitely will upgrade in the near future this company makes good phone cheap!!!! 👍👍👍👍👍,1.0,Xiaomi,"Xiaomi Mi 8 Lite (64GB, 4GB RAM) 6.26"" Full Screen Display, Snapdragon 660, Dual AI Camera's, Factory Unlocked Phone - International Global 4G LTE Version (Black)",https://www.amazon.com/Xiaomi-Display-Snapdragon-Cameras-Unlocked/dp/B07JMPGNHK,https://m.media-amazon.com/images/I/61oKJ6RYCDL._AC_UY218_ML3_.jpg,4.5,https://www.amazon.com/product-reviews/B07JMPGNHK,242,194.99,249.99
24080,B07Q6ZZ4S1,Josue,1,28-Jun-19,True,Battery its not true 4000 mah,Ugly battery ever seen,3.0,Xiaomi,"Xiaomi Redmi Note 7 128GB + 4GB RAM 6.3"" FHD+ LTE Factory Unlocked 48MP GSM Smartphone (Global Version, No Warranty) (Neptune Blue)",https://www.amazon.com/Xiaomi-Factory-Unlocked-Smartphone-Warranty/dp/B07Q6ZZ4S1,https://m.media-amazon.com/images/I/51X1YcLSmXL._AC_UY218_ML3_.jpg,4.3,https://www.amazon.com/product-reviews/B07Q6ZZ4S1,272,186.0,0.0
24329,B07QCCW5KB,Ledys Lopez,5,28-Jun-19,True,Exelente equipo celular.......,"Muy bien celular, relación precio equipo. Es rápido gracias a su combinación procesador y ram. la batería es buena, me da dos días en uso estándar redes sociales y llamadas. La pantalla es grandiosa y trabaja con todas las prestadoras de telefonía en RD gracias a que es l versión global y tiene todas las bandas de frecuencia para América latina.",1.0,Xiaomi,"Xiaomi Redmi 7 32Gb+3GB RAM 6.26"" HD+ LTE Factory Unlocked GMS Smartphone (Global Version, No Warranty) (Eclipse Black)",https://www.amazon.com/Xiaomi-Factory-Unlocked-Smartphone-Warranty/dp/B07QCCW5KB,https://m.media-amazon.com/images/I/71FVXlimMTL._AC_UY218_ML3_.jpg,4.4,https://www.amazon.com/product-reviews/B07QCCW5KB,146,149.0,0.0
21088,B07HK4JNV1,Samantha,4,28-Jun-19,False,Solid phone,"I received this phone on March 8 and I'm in love. This little guy packs a punch. It's fast. It's elegantly designed. It's the perfect iPhone look with the Android flex. Nearly 4 months later, though, and the battery is becoming unreliable. I've never had this problem with this phone, so I'm going to check the most recent apps I've downloaded and see if they're causing an issue. (Oh, another minor issue, the screen scratches really easily, so get a screen protector or liquid glass before you even turn it on.) With this one notable issue, I'm still a very happy Xiaomi customer. If the battery on this one pooped out completely, I'd buy another. Oh yeah. And the camera? Fire. Freaking love it.",1.0,Xiaomi,"Xiaomi Redmi Note 6 Pro 64GB / 4GB RAM 6.26"" Dual Camera LTE Factory Unlocked Smartphone Global Version (Black)",https://www.amazon.com/Xiaomi-Factory-Unlocked-Smartphone-Version/dp/B07HK4JNV1,https://m.media-amazon.com/images/I/517Q3-wHBkL._AC_UY218_ML3_.jpg,4.3,https://www.amazon.com/product-reviews/B07HK4JNV1,441,179.5,0.0
23840,B07Q26V49K,david escorche,5,28-Jun-19,True,Excelente,"Excelente Dispositivo, inmejorable relación Calidad-Precio. Y me llegó una semana luego de la compra a Costa Rica 👍",1.0,Xiaomi,"Xiaomi Redmi Note 7, 64GB/4GB RAM, 6.30'' FHD+, Snapdragon 660, Blue - Unlocked Global Version, No Warranty",https://www.amazon.com/Xiaomi-Redmi-Note-64GB-Snapdragon/dp/B07Q26V49K,https://m.media-amazon.com/images/I/41FBnbqW3pL._AC_UY218_ML3_.jpg,4.5,https://www.amazon.com/product-reviews/B07Q26V49K,471,166.0,299.99
23807,B07Q26V49K,DVDH,2,28-Jul-19,True,Not what I expected..,"I have been using this phone for about a week now and is running on MUI 10.3.6. I have no problem with my carrier T-Mobile and coverage. I found a few issues with texting..the default messaging software came with the phone does not work for a group texting. A text send from a group text, it will show up from a single person and you cant reply back to the group. I was able to get around it by using Textra. Everything was working on day one and on day two; I did not receive sound notification only vibrate for Text and incoming call. I checked the setting on Textra, Setting (Sound and Notifications) and Notifications & status bar (App Notifications) they are all set to on for sound notification.",1.0,Xiaomi,"Xiaomi Redmi Note 7, 64GB/4GB RAM, 6.30'' FHD+, Snapdragon 660, Blue - Unlocked Global Version, No Warranty",https://www.amazon.com/Xiaomi-Redmi-Note-64GB-Snapdragon/dp/B07Q26V49K,https://m.media-amazon.com/images/I/41FBnbqW3pL._AC_UY218_ML3_.jpg,4.5,https://www.amazon.com/product-reviews/B07Q26V49K,471,166.0,299.99
24061,B07Q6ZZ4S1,Paul Correa,3,28-Jul-19,True,Worth the money. iPhones suck,"For $186 this phone is fantastic. UPDATE REMOVING STARS After several months with this phone there is something so annoying because it cannot be avoided - Xiaomi sold ad space in their UI of Android. There are pop ups when you use the built in apps like browser, cleaner, file manager, et al. It is so very annoying. What a horrible idea to sell ad space within the UI. I will not be buying any more Xiaomi phones. Once Huawei gets sorted out with Donald Trump I or releases their OS to much fanfare, I will be going back to them.",4.0,Xiaomi,"Xiaomi Redmi Note 7 128GB + 4GB RAM 6.3"" FHD+ LTE Factory Unlocked 48MP GSM Smartphone (Global Version, No Warranty) (Neptune Blue)",https://www.amazon.com/Xiaomi-Factory-Unlocked-Smartphone-Warranty/dp/B07Q6ZZ4S1,https://m.media-amazon.com/images/I/51X1YcLSmXL._AC_UY218_ML3_.jpg,4.3,https://www.amazon.com/product-reviews/B07Q6ZZ4S1,272,186.0,0.0
19667,B07FM9913M,Steve S.,5,28-Jan-19,True,Solidly built,Phone well built and has a fast processor. So far so good.,1.0,Xiaomi,"Unlocked GOLD Xiaomi Mi A2, 4GB 64GB, Dual SIM standby, Global Version, 5.5 inch Smartphone Android One, Dual Rear 12.0MP Camera Snapdragon 625",https://www.amazon.com/Xiaomi-64GB-4GB-5-99-International/dp/B07FM9913M,https://m.media-amazon.com/images/I/61w4AKhyLzL._AC_UY218_ML3_.jpg,4.2,https://www.amazon.com/product-reviews/B07FM9913M,453,159.49,0.0
20034,B07G8VPHG3,LV,3,28-Feb-19,False,call issues,"I liked the design and performance, but I tried calling land to mobile, mobile to mobile several times. It worked perfectly with an iphone but the Xiaomi phones always had one-way audio. Also, while the speaker volume is good, the normal call volume is too quiet even at 100%. I saw Cisco posted a bug for this for Android 8.0+ but I didn't have time or wanted to deal with bug fixing. It was supposed to be for my dad who is not tech savvy so I'll be looking for another choice.",1.0,Xiaomi,"Xiaomi Mi A2 Lite (64GB, 4GB RAM) 5.84"" 18:9 HD Display, Dual Camera, Android One Unlocked Smartphone - International Global LTE Version (Gold)",https://www.amazon.com/Xiaomi-Lite-64GB-5-84-International/dp/B07G8VPHG3,https://m.media-amazon.com/images/I/61lfpjOekDL._AC_UY218_ML3_.jpg,4.3,https://www.amazon.com/product-reviews/B07G8VPHG3,149,154.49,0.0
20368,B07H7SBBWQ,rafael rodriguez,3,28-Feb-19,True,buen dispositivo pero hay mejores,"muy buen dispositivo en lineas generales pero hay mejores por ese precio, no es malo hace su trabajo sin problemas, pero la bateria no dura mucho, te da aproximadamente para casi llegar al final del dia en uso medio, en uso exigente no llega al medio dia, las camaras son regulares, algunos lags de ves en cuando, en conclusion no es malo pero por el precio que tiene hay mejores opciones.",4.0,Xiaomi,"Xiaomi Redmi 6 - 64GB + 4GB RAM, Dual Camera, Dual SIM GSM Factory Unlocked Smartphone - International Global 4G LTE Version - No Warranty (Black)",https://www.amazon.com/Xiaomi-Redmi-Unlocked-Smartphone-International/dp/B07H7SBBWQ,https://m.media-amazon.com/images/I/51T1yEB85oL._AC_UY218_ML3_.jpg,4.1,https://www.amazon.com/product-reviews/B07H7SBBWQ,57,139.48,0.0
21516,B07JMPGNHK,Franco D.,5,28-Feb-19,True,niceee,nicee,1.0,Xiaomi,"Xiaomi Mi 8 Lite (64GB, 4GB RAM) 6.26"" Full Screen Display, Snapdragon 660, Dual AI Camera's, Factory Unlocked Phone - International Global 4G LTE Version (Black)",https://www.amazon.com/Xiaomi-Display-Snapdragon-Cameras-Unlocked/dp/B07JMPGNHK,https://m.media-amazon.com/images/I/61oKJ6RYCDL._AC_UY218_ML3_.jpg,4.5,https://www.amazon.com/product-reviews/B07JMPGNHK,242,194.99,249.99
21036,B07HK4JNV1,robrto cattaneo,4,28-Feb-19,True,Ok,Best,1.0,Xiaomi,"Xiaomi Redmi Note 6 Pro 64GB / 4GB RAM 6.26"" Dual Camera LTE Factory Unlocked Smartphone Global Version (Black)",https://www.amazon.com/Xiaomi-Factory-Unlocked-Smartphone-Version/dp/B07HK4JNV1,https://m.media-amazon.com/images/I/517Q3-wHBkL._AC_UY218_ML3_.jpg,4.3,https://www.amazon.com/product-reviews/B07HK4JNV1,441,179.5,0.0
21525,B07JMPGNHK,Pp,5,28-Feb-19,True,100% would recommend,"10/10. Great pictures. Great reception with MetroPCS(as far as metro goes). Great multi tasking speed. Display is big, colors are vibrant for an LCD. It scores about 150k in antutu, which is on par with snapdragon 820 power (I.e. OP5, slightly faster than S7 edge, Google pixel 1). Just updated to Android pie this morning. MIUI10 is fantastic and has gone great strides, my first iteration of it being MIUI7 on a redmi 3. Check your carrier support. If it supports it, get it. I've purchased 15 Xiaomi products, including 4 phones and they always worked the same from day 1 to when I retired them. Excellent quality.",3.0,Xiaomi,"Xiaomi Mi 8 Lite (64GB, 4GB RAM) 6.26"" Full Screen Display, Snapdragon 660, Dual AI Camera's, Factory Unlocked Phone - International Global 4G LTE Version (Black)",https://www.amazon.com/Xiaomi-Display-Snapdragon-Cameras-Unlocked/dp/B07JMPGNHK,https://m.media-amazon.com/images/I/61oKJ6RYCDL._AC_UY218_ML3_.jpg,4.5,https://www.amazon.com/product-reviews/B07JMPGNHK,242,194.99,249.99
21028,B07HK4JNV1,Joshua,5,28-Feb-19,True,Totally worth it,Nice cellphone for an affordable price.,1.0,Xiaomi,"Xiaomi Redmi Note 6 Pro 64GB / 4GB RAM 6.26"" Dual Camera LTE Factory Unlocked Smartphone Global Version (Black)",https://www.amazon.com/Xiaomi-Factory-Unlocked-Smartphone-Version/dp/B07HK4JNV1,https://m.media-amazon.com/images/I/517Q3-wHBkL._AC_UY218_ML3_.jpg,4.3,https://www.amazon.com/product-reviews/B07HK4JNV1,441,179.5,0.0
19563,B07FM9913M,Charlie M.,5,28-Dec-18,True,So far so good,"Very good choice of products for a budget cellphone. I This was a gift for my wife. She used Samsung, Motorola and Apple products before and she's amaze and happy with her first Xiaomi experience so far. It came with Android One, after a couple of security updates now it has Android 9.",5.0,Xiaomi,"Unlocked GOLD Xiaomi Mi A2, 4GB 64GB, Dual SIM standby, Global Version, 5.5 inch Smartphone Android One, Dual Rear 12.0MP Camera Snapdragon 625",https://www.amazon.com/Xiaomi-64GB-4GB-5-99-International/dp/B07FM9913M,https://m.media-amazon.com/images/I/61w4AKhyLzL._AC_UY218_ML3_.jpg,4.2,https://www.amazon.com/product-reviews/B07FM9913M,453,159.49,0.0
19645,B07FM9913M,DHOME,5,28-Dec-18,True,Highly satisfied with my phone,"27 DAYS: Incredible sound. Amazing battery charging speed. From 25% to 100% in 35 minutes. Battery life: 20hrs (intermediate use). Does not heat up with prolonged use. Excellent performance. Quick to open applications, to open many at once and to change from one to another. Quick to take pictures. 3 DAYS: Always look for phones ""gama media"" with good camera and this time I managed to go a step forward. I like to take photos ""macro"" and this feature is possible!!!!! with this phone. I was impressed with the clarity and sharpness of the display. Additionally, the interaction is really good and also the volume is amazing. I have 3 days with the phone and for now I'm very happy with the choice. Photos was taken in the night. - Flower photo: 3am (in the parking) - Candle photos: In the bathroom. Light in off - Lake and christmas light: outside building",14.0,Xiaomi,"Unlocked GOLD Xiaomi Mi A2, 4GB 64GB, Dual SIM standby, Global Version, 5.5 inch Smartphone Android One, Dual Rear 12.0MP Camera Snapdragon 625",https://www.amazon.com/Xiaomi-64GB-4GB-5-99-International/dp/B07FM9913M,https://m.media-amazon.com/images/I/61w4AKhyLzL._AC_UY218_ML3_.jpg,4.2,https://www.amazon.com/product-reviews/B07FM9913M,453,159.49,0.0
20253,B07H41NB46,Enrique Dominguez,5,28-Dec-18,True,EXCELLENT PRODUCT,"""When I arrived to my house yesterday and opened the Phone, I was amazed for the build. Used for a day, put it to charge in the night and went to sleep heavily with the purchase. But now when I woke up, I saw the phone really hot and saying that It needed 2 hours to charge. I will use it today, If this doesn't change I'm asking for a refund. Right now I'm installing software updates"" I googled the solution, if you don't live in Europe, don't use the cheap adapter that comes outside de box. I used my old charger and problem solved. I really proud of my purchase, excellent product",8.0,Xiaomi,"Xiaomi Pocophone F1 128GB Graphite Black, Dual Sim, 6GB RAM, Dual Camera, 6.18"", GSM Unlocked Global Model, No Warranty",https://www.amazon.com/Xiaomi-Pocophone-Graphite-Unlocked-Warranty/dp/B07H41NB46,https://m.media-amazon.com/images/I/71q3UGwZhcL._AC_UY218_ML3_.jpg,4.3,https://www.amazon.com/product-reviews/B07H41NB46,237,314.5,0.0
24419,B07QK32C8M,Jenny Lee,1,28-Aug-19,True,Not compatible with cricket,So many junkware that made me suspicious about collecting my info and u cant turn off or erase these manufacturer apps. Plus cricket said its not compatible with their network. Network was in and out and the phone did not function properly. Screen sensitivity did not have any setting where u could change it so slightest touch would open up apps i didnt want or roll onto next page of app screens. Only nice thing was the camera but i highly doubt that its actually 45 megapixel. I ended up returning it.,3.0,Xiaomi,"Xiaomi Redmi Note 7 128GB + 4GB RAM 6.3"" FHD+ LTE Factory Unlocked 48MP GSM Smartphone (Global Version, No Warranty) (Space Black)",https://www.amazon.com/Xiaomi-Factory-Unlocked-Smartphone-Warranty/dp/B07QK32C8M,https://m.media-amazon.com/images/I/51Hc4HmwwbL._AC_UY218_ML3_.jpg,4.1,https://www.amazon.com/product-reviews/B07QK32C8M,229,176.94,0.0
23795,B07Q26V49K,NELLY,1,28-Aug-19,True,Modelo del teléfono!,"Yo he comprado este equipo al iniciar agosto, preferí comprarlo a este vendedor ya que en las fotos descriptivas del equipo indicaba que vendía el modelo M1901F7H Pero no es la realidad, en mi caso llegó el modelo M1901F7G, yo esperaba el modelo que se anuncia en la imagen y no corresponde. El modelo del teléfono es importante para mí. Quién compré estos teléfonos debe informarse del modelo que está adquiriendo. Actualización, ha pasado un mes de la compra y el teléfono se le dañó la pantalla, no lo puedo devolver ya que soy de Ecuador 🇪🇨",4.0,Xiaomi,"Xiaomi Redmi Note 7, 64GB/4GB RAM, 6.30'' FHD+, Snapdragon 660, Blue - Unlocked Global Version, No Warranty",https://www.amazon.com/Xiaomi-Redmi-Note-64GB-Snapdragon/dp/B07Q26V49K,https://m.media-amazon.com/images/I/41FBnbqW3pL._AC_UY218_ML3_.jpg,4.5,https://www.amazon.com/product-reviews/B07Q26V49K,471,166.0,299.99
23729,B07PY52GVP,Javlonbek,5,28-Aug-19,True,Very nice product,I recommend,1.0,Xiaomi,"Xiaomi Redmi Note 7, 64GB/4GB RAM, 6.30'' FHD+, Snapdragon 660, Black - Unlocked Global Version",https://www.amazon.com/Xiaomi-Redmi-Note-Snapdragon-Black/dp/B07PY52GVP,https://m.media-amazon.com/images/I/61ZaskM5hBL._AC_UY218_ML3_.jpg,4.4,https://www.amazon.com/product-reviews/B07PY52GVP,630,167.0,0.0
23872,B07Q26V49K,cenayda hernandez,1,28-Aug-19,True,Came broken,"The phone does not turn on at all, I bought a new USB cable to test and still does not turn on.",1.0,Xiaomi,"Xiaomi Redmi Note 7, 64GB/4GB RAM, 6.30'' FHD+, Snapdragon 660, Blue - Unlocked Global Version, No Warranty",https://www.amazon.com/Xiaomi-Redmi-Note-64GB-Snapdragon/dp/B07Q26V49K,https://m.media-amazon.com/images/I/41FBnbqW3pL._AC_UY218_ML3_.jpg,4.5,https://www.amazon.com/product-reviews/B07Q26V49K,471,166.0,299.99
23724,B07PY52GVP,fabio santos,5,28-Aug-19,True,Good stuff,Good,1.0,Xiaomi,"Xiaomi Redmi Note 7, 64GB/4GB RAM, 6.30'' FHD+, Snapdragon 660, Black - Unlocked Global Version",https://www.amazon.com/Xiaomi-Redmi-Note-Snapdragon-Black/dp/B07PY52GVP,https://m.media-amazon.com/images/I/61ZaskM5hBL._AC_UY218_ML3_.jpg,4.4,https://www.amazon.com/product-reviews/B07PY52GVP,630,167.0,0.0
23669,B07PY52GVP,Michelle,5,28-Aug-19,True,working good,"good price , comfortable , easy to use",1.0,Xiaomi,"Xiaomi Redmi Note 7, 64GB/4GB RAM, 6.30'' FHD+, Snapdragon 660, Black - Unlocked Global Version",https://www.amazon.com/Xiaomi-Redmi-Note-Snapdragon-Black/dp/B07PY52GVP,https://m.media-amazon.com/images/I/61ZaskM5hBL._AC_UY218_ML3_.jpg,4.4,https://www.amazon.com/product-reviews/B07PY52GVP,630,167.0,0.0
23657,B07PY52GVP,Luis Antonio Calderón Vargas,5,28-Apr-19,True,Redmi Note 7,"Buen celular, cumple mis espectativas.",2.0,Xiaomi,"Xiaomi Redmi Note 7, 64GB/4GB RAM, 6.30'' FHD+, Snapdragon 660, Black - Unlocked Global Version",https://www.amazon.com/Xiaomi-Redmi-Note-Snapdragon-Black/dp/B07PY52GVP,https://m.media-amazon.com/images/I/61ZaskM5hBL._AC_UY218_ML3_.jpg,4.4,https://www.amazon.com/product-reviews/B07PY52GVP,630,167.0,0.0
23731,B07PY52GVP,Carlo Germain,5,28-Apr-19,True,It's wonderful,The best,1.0,Xiaomi,"Xiaomi Redmi Note 7, 64GB/4GB RAM, 6.30'' FHD+, Snapdragon 660, Black - Unlocked Global Version",https://www.amazon.com/Xiaomi-Redmi-Note-Snapdragon-Black/dp/B07PY52GVP,https://m.media-amazon.com/images/I/61ZaskM5hBL._AC_UY218_ML3_.jpg,4.4,https://www.amazon.com/product-reviews/B07PY52GVP,630,167.0,0.0
20008,B07G7QZKBG,Maria H.,5,28-Apr-19,True,Great phone for your money,"I have bought a Xiaomi before for my boyfriend and he loved it. So when my screen cracked, I decided to get one for myself. There was a mishap with my delivery, but the seller was very quick to respond and offered help. Once I got the phone I was and am definitely satisfied, it's much better than my old phone and such a great price.",3.0,Xiaomi,"Xiaomi Redmi 6-64GB + 4GB RAM, Dual Camera, Dual SIM GSM Factory Unlocked Smartphone - International Global 4G LTE Version - No Warranty (Black)",https://www.amazon.com/Xiaomi-6-64GB-Factory-Unlocked-Smartphone/dp/B07G7QZKBG,https://m.media-amazon.com/images/I/61ROfcN2SmL._AC_UY218_ML3_.jpg,4.2,https://www.amazon.com/product-reviews/B07G7QZKBG,20,137.57,0.0
21505,B07JMPGNHK,Gabriella,3,28-Apr-19,True,Chip,pero no se que hacer. pero fui en el metro pcs poner chip me dijeron que estaba bloqueado. Revisé mi IMEI y estar dando lo,1.0,Xiaomi,"Xiaomi Mi 8 Lite (64GB, 4GB RAM) 6.26"" Full Screen Display, Snapdragon 660, Dual AI Camera's, Factory Unlocked Phone - International Global 4G LTE Version (Black)",https://www.amazon.com/Xiaomi-Display-Snapdragon-Cameras-Unlocked/dp/B07JMPGNHK,https://m.media-amazon.com/images/I/61oKJ6RYCDL._AC_UY218_ML3_.jpg,4.5,https://www.amazon.com/product-reviews/B07JMPGNHK,242,194.99,249.99
24069,B07Q6ZZ4S1,Ivanica,5,27-Sep-19,True,Battery can last for three days,"Battery is probably one of the best features. Easily it can last for three days if you are not using the phone non-stop. An hour of video chat takes ~20% of the battery life. Probably after some time (half a year, year) the battery will get weaker. Besides battery life, smartphone is beautiful, fast. The only bad thing is camera, I was expecting for it to be way better, but probably with this price not everything can be great. Camera is not bad, just not amazing.",1.0,Xiaomi,"Xiaomi Redmi Note 7 128GB + 4GB RAM 6.3"" FHD+ LTE Factory Unlocked 48MP GSM Smartphone (Global Version, No Warranty) (Neptune Blue)",https://www.amazon.com/Xiaomi-Factory-Unlocked-Smartphone-Warranty/dp/B07Q6ZZ4S1,https://m.media-amazon.com/images/I/51X1YcLSmXL._AC_UY218_ML3_.jpg,4.3,https://www.amazon.com/product-reviews/B07Q6ZZ4S1,272,186.0,0.0
23714,B07PY52GVP,Ricardo,5,27-Sep-19,True,"Awesome phone, works well on tmobile.",Very good phone p,1.0,Xiaomi,"Xiaomi Redmi Note 7, 64GB/4GB RAM, 6.30'' FHD+, Snapdragon 660, Black - Unlocked Global Version",https://www.amazon.com/Xiaomi-Redmi-Note-Snapdragon-Black/dp/B07PY52GVP,https://m.media-amazon.com/images/I/61ZaskM5hBL._AC_UY218_ML3_.jpg,4.4,https://www.amazon.com/product-reviews/B07PY52GVP,630,167.0,0.0
